r-gram,Counts
aɾ,24849
ɾʌ,10526
ʌm,5517
mbʰ,138
bʰə,13513
əm,37326
ma,49550
pə,29610
əɾ,100651
ɾə,88459
me,12861
eʃ,12732
ʃw,7971
wɾ,7064
ʌl,5604
le,54307
ak,8590
ka,35416
aʃ,2140
pɾ,18491
ɾɪ,16463
ɪtʰ,762
tʰw,703
wi,457
sɾ,3653
ɪʂ,2488
ʂʈ,3543
ʈɪ,1303
bʰʌ,15827
ʌj,4574
jo,25453
ʃu,4808
un,20619
nj,2593
jə,21207
tʰɪ,12909
ɪj,8997
wɪ,9349
ɪm,24385
ke,5858
eh,2729
hi,3632
pʌ,12745
ʌn,40469
nɪ,56913
ɪe,12157
en,4949
nə,33726
sə,43937
mu,4307
ud,5173
dɾ,956
əl,34050
la,39930
ai,31190
ʌ̃dʰ,160
dʰj,1159
ja,12694
ɾo,11756
ol,2511
ɖʰa,1727
ek,23383
ko,44868
ʌk,7406
at,6548
tm,753
pa,13467
an,31204
atʰ,3054
ɪbʰ,253
bʰɾ,52
mə,30446
əɳ,4048
ɡə,12764
ɪɾ,8959
əh,36565
hʌ,1973
ntʰ,846
tʰj,823
tʌ,4513
ʌb,10059
nn,5945
nu,13920
ubʰ,3797
əj,8934
ʊɟ,317
ɟj,1572
al,13229
lo,2480
ho,7441
os,3390
cʌ,708
mk,172
kə,18636
ən,32974
tʰa,2927
lj,2933
tj,18343
əs,11536
ʌs,19262
cʰu,6466
uʈ,1219
ʈʈ,1231
ʈj,153
aʊ,12626
ʊn,12134
dɪ,14693
ɪn,35318
ɾa,30035
na,15504
aũ,5261
sã,835
ãɟʰ,123
ʌr,17977
rr,36013
rj,2388
bɪ,2795
ɪh,30418
ha,14273
ʌh,9710
hɪ,6609
ɪl,11500
du,3705
uɪ,746
bʰa,2490
aɡ,4754
ar,3322
rn,9545
jʌ,17076
hã,8294
bə,10383
ət,8863
ta,13353
as,5709
sʌ,13150
rtʰ,2576
tʰə,3592
ɡʌ,16844
ni,4108
hə,73628
do,1633
te,1176
es,896
su,5450
ukʰ,1514
kʰkʰ,45
kʰa,3696
bʰu,10857
um,4857
mɪ,19546
ʊd,1989
dbʰ,74
bʰɪ,1975
ɪd,3437
ɪk,9873
kɛ,1229
ʈʰa,2959
ũm,548
ɟʌ,8965
mm,3371
de,7717
ekʰ,3977
kʰɪ,2032
st,7291
tɛ,2799
əe,4939
to,2657
om,1643
ɡj,484
ɡʰã,124
ãs,551
ʊt,999
tp,89
ne,29438
ʌtʰ,694
pʰʌ,797
hu,16016
bo,1961
oʈ,875
ʈə,4115
ɾu,69516
ʊm,615
mɾ,5812
kʰə,2419
ul,31840
ɪʊ,526
pʰə,1978
cʰʌ,3021
je,4677
apʰ,7449
pʰn,5706
nɛ,5177
ɟa,9705
tɪ,44212
ʊb,139
bɟ,150
ecʰ,11672
cʰə,26919
ji,2041
də,7327
əw,6940
ɾe,10402
lə,10649
əbʰ,10948
ɪt,11271
tɾ,7112
ʊh,4076
ln,640
ək,32973
sɪ,6078
ɪr,1609
rɟ,165
ɟə,7637
ʌɾ,9159
jɪ,563
kʰe,2131
eɾ,15142
ʃə,6445
ah,17229
ub,2576
ba,11629
aʈ,6432
tə,13596
ɪʃ,5085
ʃe,1281
eʂ,592
cɪ,2511
nh,123
uk,14396
mt,3383
oɡ,1642
kʌ,3489
wʌ,3409
rʂ,901
ʂə,2772
ot,661
cə,3242
ɪw,3062
wə,6170
əʈ,1882
ʈa,5107
ʈʰu,616
pu,5916
uɲ,130
ɲɟ,304
rm,1889
aɳ,954
sa,6796
no,4406
ãl,1994
ʃa,5084
ɡa,3969
ob,534
ae,9783
pʰe,890
rk,2255
cɔ,417
ɔtʰ,63
tʰo,257
dʰe,1788
ɾɛ,2436
ɳɪ,274
pʰɛ,727
ɛl,5573
aw,1770
cu,528
uɾ,6540
uŋ,543
ŋɡ,2384
ɡɪ,2651
ʊɖ,188
ɖn,281
am,15675
pɔ,63
ɔɖ,142
ɖɪ,842
ɟɪ,3031
nt,3214
tu,1418
uh,7368
əc,1694
tʰʌ,137
ɾi,3892
ti,5653
bɛ,3989
ʃɪ,2439
rw,1913
wa,9432
ad,2837
bʌ,4011
ʌc,740
cc,584
ca,4395
nm,535
kɔ,80
pã,289
ãc,1583
ɪɟ,2035
ao,236
ɡʰə,829
el,8691
lu,1366
