r-gram,Counts
gb,92917
bg,105646
gc,82751
cg,114211
ga,189942
ah,42042
hf,44833
fc,23942
gd,115239
di,69534
ih,35935
gg,33245
ag,187736
if,99139
fa,37463
af,21159
fg,95963
ai,128791
ig,82961
df,7802
da,32326
gi,128424
bi,66286
fi,59093
fd,16316
ic,62878
cd,15975
dg,110369
ca,28654
fb,21107
id,66386
dh,23069
ia,86830
cb,14211
gf,88245
ac,18652
ch,15976
hc,26227
bh,16841
ib,61846
ba,11264
ii,53563
aa,19696
fh,16954
hb,11430
ci,37832
bd,4935
ha,27233
ad,7580
cc,9939
dc,10853
bf,6613
db,6885
ff,4864
bb,4916
ab,7770
hd,34407
bc,4592
hi,6008
cf,3043
dd,8160
hg,677
ge,109
ec,9
ea,18
ie,14
ei,21
ef,5
eg,66
he,24
eh,19
eb,12
ce,1
ed,1
fe,1
be,1
hh,2
de,1
gh,3
