r-gram,Counts
ffc,11417
fcb,62266
cbc,108902
bcc,18989
ccf,21278
cfc,141993
fcc,23471
ccb,18237
bcb,46774
bcf,66279
cfb,26027
fbc,12073
fcf,78229
fck,16541
ckc,33390
kcf,13489
fbf,8434
bfc,26328
cff,11255
ffb,2040
fbb,7706
bbb,5059
bbc,18078
bbf,6242
cbf,16085
cbb,18429
cbk,2343
bkc,7955
kcb,18482
bbk,2201
cck,9910
kcc,6965
bck,7279
bff,2183
fbk,3358
bfb,3433
ccc,4256
kck,2412
ckb,2039
kbk,605
kbf,1183
ckf,710
kfc,770
kbb,386
kbc,268
bkb,403
fff,320
bkf,149
kfb,71
kff,18
ckk,3
kkc,3
