r-gram,Counts
gb,28544
bg,53916
gi,29391
ig,23695
gf,47910
fb,3924
gg,5732
ge,12021
eh,28820
hc,64479
cg,49503
gd,15153
dh,15378
he,21509
ei,4473
ic,53100
cb,27660
bi,31116
ii,20920
cd,3662
df,2194
fd,1802
db,2099
ga,46774
aa,18661
ai,40141
ib,33551
ag,41341
fg,35775
di,8234
ci,33101
ih,23961
fi,28534
cc,48447
fh,34689
ha,27454
gc,48430
if,18091
ac,675
ie,9643
eg,16975
ff,8665
ah,29292
hf,44782
fa,11540
ch,40733
ce,3577
ca,13474
fe,2439
bh,35272
id,7607
hi,15158
hd,12183
dd,939
hb,27181
cf,1476
af,7293
ad,2043
dg,11618
gh,5506
de,1019
fc,5567
ia,20500
hg,905
ef,550
hh,1700
bc,605
da,1624
ae,398
bf,1974
ee,537
bb,2658
dc,329
ba,29
be,215
ab,212
bd,44
ec,2
ed,1
