r-gram,Counts
n,58750
a,358883
p,45294
ʈ,19871
ʂ,41011
t,108837
k,45273
u,68960
s,72179
v,43710
r,66158
ɨ,69613
w,44671
b,29275
ɔ,91238
x,26692
nʲ,39947
ɛ,87986
i,107526
zʲ,26115
m,44914
lʲ,36291
l,22902
j,87121
sʲ,61847
bʲ,9126
z,27393
d,59338
ʐ,12790
vʲ,18705
ɣʲ,2062
mʲ,13001
kʲ,8371
ɣ,38488
pʲ,5692
fʲ,334
xʲ,1263
f,1351
ɖ,531
tʲ,2
wʲ,126
dʲ,5
ɡ,4
ʂʲ,2
rʲ,1
