r-gram,Counts
is,3260
su,3717
kʰɾ,836
ɾɪ,1515
ɪs,1295
st,2554
tʌ,3997
ʌn,19009
no,3298
ka,3513
aʊ,770
ʊʈ,1
ʈu,111
un,2429
nb,52
bɪ,238
ɪk,842
it,758
tɪ,1878
ɪh,35
ha,1242
as,3105
cʰe,8117
te,16103
da,1125
ʊd,142
dʌ,825
na,8016
pə,3522
əɾ,10070
ɪʋ,557
ʋa,7106
aɾ,12103
ɾm,146
mʌ̃,5283
ʌ̃tʰ,738
tʰi,5563
aʋ,4272
ʋj,2284
jo,4934
ne,15866
ib,181
bɾ,151
ɾa,5680
ah,437
hɪ,1580
ɪm,734
mʌ,4784
sh,30
ak,1164
kʌ,8378
pɪ,909
ɪt,1838
ta,5368
hʌ,4336
ʌt,7397
to,4404
ja,6555
ku,336
ub,309
bʌ,2073
jə,6359
əh,3554
hu,942
ud,1087
en,4356
bʰa,1111
ai,632
io,1202
on,4483
pe,488
eɾ,953
ɾe,4839
es,203
ze,9
eo,3057
ni,5165
ma,9843
am,3360
ti,997
he,2398
sɾ,107
ɾo,2537
nʌ,4203
ʌm,5648
mɪ,284
ɪn,1107
ad,573
ab,742
hʃ,4
ʃo,686
sə,3113
əl,559
lm,31
mo,1039
bo,749
oa,16
az,33
zʌ,25
at,2233
ob,12
be,562
ed,146
ɾu,1948
utʰ,232
əʃ,401
ʃa,1719
in,1886
aɟ,1501
ɟa,2507
an,6138
ul,326
le,866
em,2035
el,1749
la,2184
uɾ,795
ɪj,1349
pʌ,6687
tn,288
ɾə,4096
ba,1443
ʌb,199
sa,3244
ho,1420
oʃ,206
apʰ,175
pʰa,120
aʈ,1932
ʈʌ,491
oɾ,309
ʊz,2
zɪ,4
otʰ,229
tʰa,1180
ɪz,5
zk,2
kɪ,152
mə,2204
ən,2175
aʃ,980
ʃʃ,3
ʃɪ,844
əkʰ,380
kʰo,529
nj,903
di,1076
lo,3532
ok,3480
ko,4634
ɡu,290
bə,1887
ʋʌ,3696
ʌʋ,3472
